050	100	245	502	650	856	904
BF636	Brown, Caitlyn Amanda author	Examining the Relationship between Childhood Maltreatment, Dysfunctional Career Thinking, and Career Adaptability / by Caitlyn Amanda Brown	Ph.D. Florida State University 2022.	Counseling psychology	https://purl.lib.fsu.edu/diginole/Brown_fsu_0071E_17436	0
TP155	Bulusu, Radha Krishna Murthy author	Roles of Electron Density and Reactive Species Produced by Nonthermal Plasma in Contact with Liquid Water in Synthesis and Destruction of Chemical Compounds / by Radha Krishna Murthy Bulusu	Ph.D. Florida State University 2022.	Chemical engineering	https://purl.lib.fsu.edu/diginole/Bulusu_fsu_0071E_17406	4
BF712	Burrell, Nandrea author	Examining How Grade Level and Teaching Experience Are Related to Math Anxiety and Anxiety about Teaching among Practicing Elementary School Teachers / by Nandrea Burrell	M.S. Florida State University 2022.	Developmental psychology	https://purl.lib.fsu.edu/diginole/Burrell_fsu_0071N_17625	4
LB3051	Campbell, Gregg (Gregg Rowan), author	College Student Retention : The Impact Oftuition / by Gregg Campbell	M.S. Florida State University 2022.	Educational tests and measurements	https://purl.lib.fsu.edu/diginole/Campbell_fsu_0071N_17617	0
BJ	Carrico, Thomas Joseph Jr., author	Lucifer's Light : on Matchsticks, Markets, and Morals in Nineteenth-Century England / by Thomas Joseph Carrico, Jr	Ph.D. Florida State University 2022.	Ethics	https://purl.lib.fsu.edu/diginole/Carrico_fsu_0071E_17547	0
LB1028.38	Cates, Michelle L. (Michelle LaVigne), author	School Librarians Employing Social Media for Professional Learning : A Profile of Platforms and User Roles / by Michelle L. Cates	Ph.D. Florida State University 2022.	Instructional systems	https://purl.lib.fsu.edu/diginole/Cates_fsu_0071E_17518	0
QP141	Centner, Ann Marie author	The Role of Smoking and Vaping in Atherosclerosis / by Ann Marie Centner	Ph.D. Florida State University 2022.	Nutrition	https://purl.lib.fsu.edu/diginole/Centner_fsu_0071E_17517	0
M	Cheng, Iris author	Embodied Experience in the Piano Music of Contemporary Black Composers of the United States and United Kingdom / by Iris Cheng	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/Cheng_fsu_0071E_17607	0
QD39.3.C	Chi, Yu-Chieh author	Development of Methods for Improving the Accuracy of Density Functional Theory Simulations / by Yu-Chieh Chi	Ph.D. Florida State University 2022.	Computational chemistry	https://purl.lib.fsu.edu/diginole/Chi_fsu_0071E_17337	0
B	Christmann, John Alton author	Belief and Its Discontents Essays on the Spinozan Theory of Belief Fixation / by John Alton Christmann	Ph.D. Florida State University 2022.	Philosophy	https://purl.lib.fsu.edu/diginole/Christmann_fsu_0071E_17553	0
BL48	Collins-Elliott, Jennifer A. (Jennifer Ann), author	Bespattered with the Mud of Another's Lust : Rape and Physical Embodiment in Christian Literature of the 4th-6th Centuries CE / by Jennifer A. Collins-Elliott	Ph.D. Florida State University 2022.	Religion	https://purl.lib.fsu.edu/diginole/CollinsElliott_fsu_0071E_17545	4
QD31.3	Cooper, Brandon Chase author	Improvements to the Efficiency of Time-Dependent Coupled-Cluster Methods / by Brandon Chase Cooper	Ph.D. Florida State University 2022.	Chemistry	https://purl.lib.fsu.edu/diginole/Cooper_fsu_0071E_17591	0
GC109	Cory, Alexandra (Alexandra B.), author	Anaerobic Decomposition in a Subarctic Swedish Peatland / by Alexandra Cory	Ph.D. Florida State University 2022.	Chemical oceanography	https://purl.lib.fsu.edu/diginole/Cory_fsu_0071E_17411	0
BF712	Daucourt, Mia Cristina author	Creating and Testing a Systematic Framework for Context / by Mia Cristina Daucourt	Ph.D. Florida State University 2022.	Developmental psychology	https://purl.lib.fsu.edu/diginole/Daucourt_fsu_0071E_17412	0
QP141	Dawson, Michael Alan author	Effects of Early Time-Restricted Eating on Nutrient Absorption in Healthy Adults / by Michael Alan Dawson	Ph.D. Florida State University 2022.	Nutrition	https://purl.lib.fsu.edu/diginole/Dawson_fsu_0071E_17510	4
HM	Dignam, Pierce Alexander author	A Digital Liminality Framework : How News Comment Sections Facilitate Identity-Based Liminal Engagement within Politicized Digital Environments / by Pierce Alexander Dignam	Ph.D. Florida State University 2022.	Sociology	https://purl.lib.fsu.edu/diginole/Dignam_fsu_0071E_17544	0
D241	Dittmer, Jacob Tyler author	Initial Investigation of Diaminopyridazine N-oxide and Mechanistic Study of Auto-oxidation / by Jacob Tyler Dittmer	M.S. Florida State University 2022.	Chemistry, Organic	https://purl.lib.fsu.edu/diginole/Dittmer_fsu_0071N_17173	0
LB2805	Edwards, Nigel author	First-Year Seminar Course and Academic Outcomes of First-Time in College, Pell-Eligible Students : an Outcome Study / by Nigeld Edwards	Ed.D. Florida State University 2022.	School management and organization	https://purl.lib.fsu.edu/diginole/Edwards_fsu_0071E_17595	0
D241	Elliott, Quintin D., Jr. (Quintin Dale), author	Developing New Routes Towards C-N Bond Formation via Electron Upconversion / by Quintin D. Elliott, Jr.	Ph.D. Florida State University 2022.	Chemistry, Organic	https://purl.lib.fsu.edu/diginole/Elliott_fsu_0071E_17552	0
QC173.45	Eugenio, Paul Myles author	Symmetry with a Twist : Engineering Stronger Coupling in Iron-Based Superconductors / by Paul Myles Eugenio	Ph.D. Florida State University 2022.	Condensed matter	https://purl.lib.fsu.edu/diginole/Eugenio_fsu_0071E_17593	0
QA	Fazli, Mehran author	Modeling and Multi-Time Scale Analysis of Endocrine Cells : from Single Cell Excitability to Network Synchronization / by Mehran Fazli	Ph.D. Florida State University 2022.	Mathematics	https://purl.lib.fsu.edu/diginole/Fazli_fsu_0071E_17581	0
GC109	Fender, Christian author	Investigating Particle Size-Flux Relationships and the Biological Pump across a Range of Plankton Ecosystem States from Coastal to Oligotrophic / by Christian Fender	M.S. Florida State University 2022.	Chemical oceanography	https://purl.lib.fsu.edu/diginole/Fender_fsu_0071N_17438	0
QC770	Fink, David J. author	A New Value for the Deuteron to Proton Mass Ratio from Precision Measurements of the Cyclotron Frequencies of H+ and D+ 2 / by David J. Fink	Ph.D. Florida State University 2022.	Nuclear physics	https://purl.lib.fsu.edu/diginole/Fink_fsu_0071E_17409	0
LC71	Fontalvo Donado, Marjorie author	Exploring the Motivation and Experiences of Women in the Computer Science Major at Florida Research University / by Marjorie Fontalvo Donado	Ed.D. Florida State University 2022.	Education and state	https://purl.lib.fsu.edu/diginole/FontalvoDonado_fsu_0071E_17543	0
LB2326.3	Francis, Courtney Brianna author	Autism and the Black and Brown Student College Experience : Enhancing the Narrative / by Courtney Brianna Francis	Ph.D. Florida State University 2022.	Education, Higher	https://purl.lib.fsu.edu/diginole/Francis_fsu_0071E_17573	0
TA404.2	Francis, Ashleigh Renee author	Separating the Effects of Different Flux Pinning Defects on the Field, Angular, and Temperature Dependence of JC in Commercial REBCO Coated Conductors / by Ashleigh Renee Francis	Ph.D. Florida State University 2022.	Materials science	https://purl.lib.fsu.edu/diginole/Francis_fsu_0071E_17594	0
PN2037	Franz, Michael Lawrence author	The Best There Ever Was, the Best There Ever Will Be : Michael Jordan, Lebron James, Kobe Bryant, Candace Parker, and Performances of Surrogation in Basketball / by Michael Lawrence Franz	Ph.D. Florida State University 2022.	Theater	https://purl.lib.fsu.edu/diginole/Franz_fsu_0071E_17494	0
QC173.45	Freeman, Matthew author	Microwave Spectroscopy of Semiconductor Hosted Two-Dimensional Electron Systems / by Matthew Freeman	Ph.D. Florida State University 2022.	Condensed matter	https://purl.lib.fsu.edu/diginole/Freeman_fsu_0071E_17600	0
E184.7	Gabriel, Ivory (Ivory Mary), author	An Exploration of Black Male Teachers and Their Career Decisions in the K-12 Public School System / by Ivory Gabriel	Ph.D. Florida State University 2022.	Education	https://purl.lib.fsu.edu/diginole/Gabriel_fsu_0071E_17319	0
P91.3	Garcia, Christopher James author	Selling Icarus' Wings : A Political Economic Exploration of Red Bull's ‘Wings' / by Christopher James Garcia	Ph.D. Florida State University 2022.	Communication	https://purl.lib.fsu.edu/diginole/Garcia_fsu_0071E_17414	0
BF	Gardiner, James T. Jr., author	The Relationship between Executive Functioning and Adaptive Skills across Autism Spectrum Disorder Behaviors / by James T. Gardiner, Jr	Ph.D. Florida State University 2022.	Psychology	https://purl.lib.fsu.edu/diginole/Gardiner_fsu_0071E_17293	0
LC71	George, Debra, author	A Critical Look at a Community Art Education Program : Is Inclusion Just a Myth? / by Debra Geprge	Ed.D. Florida State University 2022.	Education and state	https://purl.lib.fsu.edu/diginole/George_fsu_0071E_17437	0
QD71	Glattke, Taylor Jo author	Characterization of Emerging Contaminants from Weathered Fossil Fuel-Derived Materials as Revealed by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry (FT-ICR MS) / by Taylor Jo Glattke	Ph.D. Florida State University 2022.	Chemistry, Analytic	https://purl.lib.fsu.edu/diginole/Glattke_fsu_0071E_17352	0
QH323.5	Govande, Sneha author	Using Subject Level Covariate Information in Bayesian Mixture Models for Basket Trials / by Sneha Govande	Ph.D. Florida State University 2022.	Biometry	https://purl.lib.fsu.edu/diginole/Govande_fsu_0071E_17610	0
QC869	Graff, Olivia author	An Investigation into Frontal Air-Sea Interaction Processes Associated with the Kuroshio Large Meander / by Olivia Graff	M.S. Florida State University 2022.	Meteorology	https://purl.lib.fsu.edu/diginole/Graff_fsu_0071N_17566	0
LB14.7	Graham, Dakeyan C. author	Teacher Perception on the Use of Game-Based Learning in the Title 1 ELA Curriculum / by Dakeyan C. Graham	Ed.D. Florida State University 2022.	Education	https://purl.lib.fsu.edu/diginole/Graham_fsu_0071E_17586	0
BF636	Greene, Clinton R. author	The Relationship between Risk-Taking Behaviors and Meaning in Life / by Clinton R. Greene	Ph.D. Florida State University 2022.	Counseling psychology	https://purl.lib.fsu.edu/diginole/Greene_fsu_0071E_17504	0
TK145	Guo, Zhehui author	Power-Signal Integrated Gate Driver Design and Protection for Medium-Voltage Sic Mosfets / by Zhehui Guo	Ph.D. Florida State University 2022.	Electrical engineering	https://purl.lib.fsu.edu/diginole/Guo_fsu_0071E_17563	4
QD151.3	Haddock, Jo author	Exploratory Flux Growth and Properties of Rare Earth Silicides and Gallides / by Jo Haddock	Ph.D. Florida State University 2022.	Chemistry, Inorganic	https://purl.lib.fsu.edu/diginole/Haddock_fsu_0071E_17488	0
QC776	Hanselman, Kenneth (Kenneth George), author	Direct Reactions and Decay Correlations Studying the Proton-Unbound Superradiant State in 13N / by Kenneth Hanselman	Ph.D. Florida State University 2022.	Nuclear physics	https://purl.lib.fsu.edu/diginole/Hanselman_fsu_0071E_17551	0
P301	Hawkins, Brendan author	Generic Desires : Genre, Agency, and the Potential for Change in the Research Article Composing Process of Newcomers / by Brendan Hawkins	Ph.D. Florida State University 2022.	Rhetoric	https://purl.lib.fsu.edu/diginole/Hawkins_fsu_0071E_17468	4
J	Hess, Katelyn author	Three Essays on Business-State Relations in Authoritarian Regimes / by Katelyn Hess	Ph.D. Florida State University 2022.	Political science	https://purl.lib.fsu.edu/diginole/Hess_fsu_0071E_17313	0
BF636	Highsmith, Dasha M. author	Black Scholars Matter : Psychological Implications of Graduate Study on Racially Minoritized Students / by Dasha M. Highsmith	Ph.D. Florida State University 2022.	Psychology	https://purl.lib.fsu.edu/diginole/Highsmith_fsu_0071E_17513	0
LB1028.3	Huang, Yao author	Exploring Mobile Performance Support Systems in the Workforce / by Yao Huang	Ph.D. Florida State University 2022.	Educational technology	https://purl.lib.fsu.edu/diginole/Huang_fsu_0071E_17287	0
LB1051	Jakiel, Laura Marie author	An Online Scaffolded Writing Time Management Intervention to Reduce Writing Anxiety and Increase Writing Performance in Undergraduate Students : A Repeated Measures Random Control Trial / by Laura Marie Jakiel	Ph.D. Florida State University 2022.	Educational psychology	https://purl.lib.fsu.edu/diginole/Jakiel_fsu_0071E_17549	0
RC466.8	Jeon, Min Eun author	Dimensions of Internalizing and Externalizing Psychopathology and Suicidal Ideation and Attempts in a Sample of Ethnoracially Diverse Youth / by Min Eun Jeon	M.S. Florida State University 2022.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Jeon_fsu_0071N_17452	0
TK145	Jermyn, Jacqueline author	Generating and Evaluating Camouflage Patterns for Littoral Environments of Northwest Florida / by Jacqueline Jermyn	Ph.D. Florida State University 2022.	Electrical engineering	https://purl.lib.fsu.edu/diginole/Jermyn_fsu_0071E_17509	0
M	Jin, Xinshuang author	Fusion of East and West in Selected Piano Works by Contemporary Chinese Composers / by Xinshuang Jin	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/Jin_fsu_0071E_17511	0
LB2805	Jones, Melissa K. (Melissa Kay), author	The Evolving Landscape of LGBTQ+ Support in Higher Education : A Qualitative Study of Initiatives and Leadership Practices in Large Public Universities / by Melissa K. Jones	Ed.D. Florida State University 2022.	Educational leadership	https://purl.lib.fsu.edu/diginole/Jones_fsu_0071E_17583	0
RC321	Jones, Sara K. (Sara Katherine), author	Transgenerational Transmission of Changes in Behavior, Neurotransmitter Signaling, and Gene Expression in the Amygdala Following Aspartame Consumption / by Sara K. Jones	Ph.D. Florida State University 2022.	Neurosciences	https://purl.lib.fsu.edu/diginole/Jones_fsu_0071E_17599	0
RC466.8	Kallen, Alexander M. (Alexander Mitchell), author	Reward Sensitivity and Its Relationship to Initiation of Alcohol Use and Past Month Consumption in Female Adolescents / by Alexander M. Kallen	M.S. Florida State University 2022.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Kallen_fsu_0071N_17534	0
QH505	Kamalaldinezabadi, Seyedehshirin author	Resurrection of Ancestral Glucokinases to Study the Origins of a New Regulatory Mechanism / by Seyedehshirin Kamalaldinezabadi	Ph.D. Florida State University 2022.	Biophysics	https://purl.lib.fsu.edu/diginole/Kamalaldinezabadi_fsu_0071E_17484	4
P91.3	Karimkhanashtiyani, Farzaneh author	The "Influential Relationship" : Understanding Source Factors among Social Media Fashion Influencers and Impacts on Consumers' Attitudes and Behavioral Intentions / by Farzaneh Karimkhanashtiyani	Ph.D. Florida State University 2022.	Communication	https://purl.lib.fsu.edu/diginole/Karimkhanashtiyani_fsu_0071E_17256	0
QH343.7	Kehinde, Opeyemi author	Lateral Advection of Organic Matter in the Eastern Indian Ocean, and Its Role in Supporting New Production / by Opeyemi Kehinde	M.S. Florida State University 2022.	Biogeochemistry	https://purl.lib.fsu.edu/diginole/Kehinde_fsu_0071N_17572	0
LB1028.38	Kent, Heather C. (Heather Camille), author	Informal Learning to Support Volunteer Performance / by Heather C. Kent	Ph.D. Florida State University 2022.	Instructional systems	https://purl.lib.fsu.edu/diginole/Kent_fsu_0071E_17308	0
TP155	Kim, Sundol author	Well-Defined Lignin-Based Biodegradable Polymer : Synthesis and Precise Control of Properties / by Sundol Kim	Ph.D. Florida State University 2022.	Chemical engineering	https://purl.lib.fsu.edu/diginole/Kim_fsu_0071E_17521	0
CC165	Knight, Jessica E'chell author	Shifting Health Status in Individuals from Fulton and St. Clair Counties, Illinois during the Transition between the Woodland and Mississippian Periods / by Jessica E'chell Knight	M.S. Florida State University 2022.	Archaeology	https://purl.lib.fsu.edu/diginole/Knight_fsu_0071N_17476	0
QA276.A2	L'Artisan, Joel author	Examining the Effects of Class Imbalance with Missing Data on the Logistic Regression Model / by Joel l'Artisan	Ph.D. Florida State University 2022.	Statistics	https://purl.lib.fsu.edu/diginole/LArtisan_fsu_0071E_17637	0
QA276.A2	Lee, Jihyeon author	Constrained Bayesian Inference for Density Estimation and Informative Bayesian Models / by Jihyeon Lee	Ph.D. Florida State University 2022.	Statistics	https://purl.lib.fsu.edu/diginole/Lee_fsu_0071E_17550	0
LB1051	Liang, Fang author	A Path Analysis of the Relationships among Mindsets, Academic Writing Anxiety, and Self-Satisfaction with Academic Writing of Chinese Graduate Students / by Fang Liang	Ph.D. Florida State University 2022.	Educational psychology	https://purl.lib.fsu.edu/diginole/Liang_fsu_0071E_17554	0
N5305	Lindeman, Ashley N. author	L'Arte Murale : Modern Italian Muralism in the Age of Fascism, 1932–1945 / by Ashley N. Lindeman	Ph.D. Florida State University 2022.	Art	https://purl.lib.fsu.edu/diginole/Lindeman_fsu_0071E_17507	0
N85	Lucas, Ivory Vernice III, author	African American Arts Entrepreneurs / by Ivory Vernice Lucas, III	Ph.D. Florida State University 2022.	Art	https://purl.lib.fsu.edu/diginole/Lucas_fsu_0071E_17489	0
M	MacLean, Hannah Ruth author	Vocal and Indigenous Influences in Leoš Janáček's Sonata for Violin and Piano and George Enescu's Sonata No. 3 for Violin and Piano, Op. 25 : A Performer's Guide / by Hannah Ruth Maclean	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/MacLean_fsu_0071E_17592	0
GB661.2	Makhtoumi, Yashar author	Combined Effects of Land Use Change and Climate Change on Soil Loss and Water Bablance Variables / by Yashar Makhtoumi	Ph.D. Florida State University 2022.	Hydrology	https://purl.lib.fsu.edu/diginole/Makhtoumi_fsu_0071E_17564	0
D25	Malmquist, Kevin S. (Kevin Sean), author	Bricks and Mortar the Military Consequences of the Destruction of Cultural, Religious, and Historical Monuments in Armed Conflict / by Kevin S. Malmquist	Ph.D. Florida State University 2022.	Military history	https://purl.lib.fsu.edu/diginole/Malmquist_fsu_0071E_17497	4
QH541	Manning, Joshua Caraher-Fergusson author	Investigating the Foraging, Social, and Spatial Ecology of Caribbean Parrotfishes / by Joshua Caraher-Fergusson Manning	Ph.D. Florida State University 2022.	Ecology	https://purl.lib.fsu.edu/diginole/Manning_fsu_0071E_17560	4
LC3950	Marks, Richard author	Theory of Mind and Relations to Preschool Children's Language Skills / by Richard Marks	Ph.D. Florida State University 2022.	Special education	https://purl.lib.fsu.edu/diginole/Marks_fsu_0071E_17482	0
QP	Martenson, Matthew S. author	The Effects of Creatine Monohydrate Supplementation and a Splint-Based Stretching Protocol in Patients with Peripheral Artery Disease / by Matthew S. Martenson	Ph.D. Florida State University 2022.	Physiology	https://purl.lib.fsu.edu/diginole/Martenson_fsu_0071E_17496	0
TA160	Martin, Omar Sean author	Wind Resource Estimation and Conceptual Design of a near Future Wind Turbine for Tropical Cyclone Winds / by Omar Sean Martin	Ph.D. Florida State University 2022.	Civil engineering	https://purl.lib.fsu.edu/diginole/Martin_fsu_0071E_17640	0
TA404.2	Marxsen, Stephanie F. (Stephanie Frances), author	Crystallization of Sustainable Precision Polyethylenes with Polar Functional Groups / by Stephanie F. Marxsen	Ph.D. Florida State University 2022.	Materials science	https://purl.lib.fsu.edu/diginole/Marxsen_fsu_0071E_17578	4
TJ	Mason, Fraeman author	An Experimental Study of Shock Wave Boundary Layer Interactions on an Axisymmetric Body / by Fraeman Mason	Ph.D. Florida State University 2022.	Mechanical engineering	https://purl.lib.fsu.edu/diginole/Mason_fsu_0071E_17505	0
	Meriga, Vamshi Krishna author	Development of a Discrete Event Simulation Model for the Bus System at the FAMU-FSU College of Engineering / by Vamshi Krishna Meriga	M.S. Florida State University 2022.	Transportation	https://purl.lib.fsu.edu/diginole/Meriga_fsu_0071N_17619	0
BF636	Miller, Maritza M. author	Exploring the Relationships among Risky Behavior, School Connectedness, and Parental Connectedness in African American Preadolescents / by Maritza M. Miller	Ph.D. Florida State University 2022.	Counseling psychology	https://purl.lib.fsu.edu/diginole/Miller_fsu_0071E_17288	0
HV6024.5	Mims, Bethany D. (Bethany Danielle), author	Psychopathy and Offending : Psychosocial Moderating Factors / by Bethany D. Mims	Ph.D. Florida State University 2022.	Criminology	https://purl.lib.fsu.edu/diginole/Mims_fsu_0071E_17477	0
LB1028.38	Mitchell, Anita Lee author	The Influence of System Immersion on Carbon Footprint Reduction Learning and Behavior Outcomes / by Anita Lee Mitchell	Ph.D. Florida State University 2022.	Instructional systems	https://purl.lib.fsu.edu/diginole/Mitchell_fsu_0071E_17506	0
D27	Nelzen, John A. author	Sailors' Democracy : The German Navy in War and Revolution, 1914–1920 / by John A. Nelzen	Ph.D. Florida State University 2022.	History	https://purl.lib.fsu.edu/diginole/Nelzen_fsu_0071E_17470	0
QC869	Novak, Kelly A. author	Quantifying the Evolution of GFS and GEFS Mean Tropical Cyclone Track Error and the Synoptic Environments in Which Large Forecast Errors Occur / by Kelly A. Novak	M.S. Florida State University 2022.	Meteorology	https://purl.lib.fsu.edu/diginole/Novak_fsu_0071N_17399	0
M	De Oliveira Júnior, Jorge Luiz author	Editions for Classical Guitar a Philologically Based Method / by Jorge Luiz De Oliveira Junior	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/OliveiraJxFAnior_fsu_0071E_17597	0
LC71	Oswald, Connor J. (Connor James), author	The Best and Brightest : An Investigation into Florida's Teacher Scholarship and Teacher Retention / by Connor J. Oswald	Ph.D. Florida State University 2022.	Education and state	https://purl.lib.fsu.edu/diginole/Oswald_fsu_0071E_17514	0
LB14.7	Ozdemir, Esra author	Language Mindsets as Sources of Emotions : An Experimental Study of International Graduate Students in the U.S. / by Esra Ozdemir	Ph.D. Florida State University 2022.	Education	https://purl.lib.fsu.edu/diginole/Ozdemir_fsu_0071E_17577	0
PS	Palumbo, Tiffany Marie author	Love of My Life / by Tiffany Marie Palumbo	M.F.A. Florida State University 2022.	Creative writing	https://purl.lib.fsu.edu/diginole/Palumbo_fsu_0071N_17331	0
Q181	Pengelley, Ivanna Rebecca author	An Exploration of Science Identity Development Supported by Justice-Oriented Science Pedagogy within a Counterspace / by Ivanna Rebecca Pengelley	Ph.D. Florida State University 2022.	Science	https://purl.lib.fsu.edu/diginole/Pengelley_fsu_0071E_17381	0
GE40	Perison, Elizabeth author	Post Audit of a Subregional Groundwater Flow Model : Simulated vs. Measured Discharge at Wakulla Springs and Implications for Future Modeling / by Elizabeth Perison	M.S. Florida State University 2022.	Geology	https://purl.lib.fsu.edu/diginole/Perison_fsu_0071N_17629	0
LB14.7	Peterson, Jennifer Betancourt author	Understanding the Initial Utilization and Impact of Programmatic Grant Funding at Florida College System Institutions during the Covid-19 Pandemic : Insights from the Field / by Jennifer Betancourt Peterson	Ed.D. Florida State University 2022.	Education	https://purl.lib.fsu.edu/diginole/Peterson_fsu_0071E_17364	0
P301	Presswood, Amanda author	Contending with Language Difference in the Writing Center : An Investigation of Attitudes and Expectations Toward Second Language Writers / by Amanda Presswood	Ph.D. Florida State University 2022.	English language	https://purl.lib.fsu.edu/diginole/Presswood_fsu_0071E_17340	0
M	Ramos, C. Elizabeth (Christine Elizabeth), author	Ramos Mariachi Violin Method / by C. Elizabeth Ramos	D.M. Florida State University 2021.	Music	https://purl.lib.fsu.edu/diginole/Ramos_fsu_0071E_16356	0
ML3920	Randolph, Hannah Elon author	African American Music Therapists Treating African American Clients : A Content Analysis of Interviews / by Hannah Elon Randolph	M.M. Florida State University 2022.	Music therapy	https://purl.lib.fsu.edu/diginole/Randolph_fsu_0071N_17631	0
P91.3	Rao, Cole author	A Framing Analysis of Right-Wing Domestic Terrorism Incidents / by Cole Rao	Ph.D. Florida State University 2022.	Communication	https://purl.lib.fsu.edu/diginole/Rao_fsu_0071E_17501	0
BF201	Rawlinson Rawlinson, Heather C. Heather C. author	The Relationship between Reminding and Integration / by Heather C. Rawlinson	Ph.D. Florida State University 2022.	Cognitive psychology	https://purl.lib.fsu.edu/diginole/Rawlinson_fsu_0071E_17532	4
LB1028.38	Rice, Demetrius author	Project-Based Learning Experiences of Middle School Teachers : Examining Project Design, Management Strategies, and Implementation Context / by Demetrius Rice	Ph.D. Florida State University 2022.	Instructional systems	https://purl.lib.fsu.edu/diginole/Rice_fsu_0071E_17557	0
LB1051	Ritchie, Jessica (Jessica Marion), author	Parent-Reported Levels of Anxiety in Children with Special Education Classifications / by Jessica Ritchie	M.S. Florida State University 2022.	Educational psychology	https://purl.lib.fsu.edu/diginole/Ritchie_fsu_0071N_17475	0
CC165	Roberts, Laylah A. author	Excavations from 17th and 18th-Century Houses : A Study of Artifacts of Personal Adornment and Dress from Spanish Colonial Mission San Luis De Talimali and St. Augustine Households / by Laylah A. Roberts	M.S. Florida State University 2022.	Archaeology	https://purl.lib.fsu.edu/diginole/Roberts_fsu_0071N_17448	0
QH573	Sadeghifar, Amir author	Reduced Cell Spreading and Force on Talin with ARP2/3 Inhibition Does Not Prevent YAP Activation / by Amir Sadeghifar	M.S. Florida State University 2022.	Cytology	https://purl.lib.fsu.edu/diginole/Sadeghifar_fsu_0071N_17627	0
Z665	Saludo, Rienne G. author	Undergraduate Student Leadership Reflections in an Academic Innovation Center / by Rienne G. Saludo	Ph.D. Florida State University 2022.	Library science	https://purl.lib.fsu.edu/diginole/Saludo_fsu_0071E_17546	0
TA	Sanavandi, Hamid author	Liquid Helium Turbulent Pipe Flow and Magnetic Levitation Research / by Hamid Sanavandi	Ph.D. Florida State University 2022.	Engineering	https://purl.lib.fsu.edu/diginole/Sanavandi_fsu_0071E_17417	0
BF201	Sanders, Edie C. (Edie Corinne), author	Investigating Usability of the Smartwatch as an Everyday Prospective Memory Aid for Older Adults with and without Cognitive Impairment / by Edie C. Sanders	M.S. Florida State University 2022.	Cognitive psychology	https://purl.lib.fsu.edu/diginole/Sanders_fsu_0071N_17616	0
HM	Saunders, Russell Kyle author	Healthcare Stereotype Threat and LGBT Well-Being across the Life Course / by Russell Kyle Saunders	Ph.D. Florida State University 2022.	Sociology	https://purl.lib.fsu.edu/diginole/Saunders_fsu_0071E_17579	0
LB1028.3	Screws, Bruce E. Jr., author	Online Sojourner Communities : What Can Sojourners Learn from Them and Do They Aid Cultural Adapation? / by Bruce E. Screws, Jr	Ed.D. Florida State University 2022.	Educational technology	https://purl.lib.fsu.edu/diginole/ScrewsJr_fsu_0071E_17576	0
J	Scriven, Joshua J. A. author	The Impact of Political Trust, Privatization, and Foreign Aid on Immigration-Related Attitudes / by Joshua J. A. Scriven	Ph.D. Florida State University 2022.	Political science	https://purl.lib.fsu.edu/diginole/Scriven_fsu_0071E_17449	0
ML3920	Sellers, Hannah Elizabeth author	Research on Effective Treatment of High-Risk Antenatal Population Experiencing Fetal Death : Implications for Music Therapy / by Hannah Elizabeth Sellers	M.M. Florida State University 2022.	Music therapy	https://purl.lib.fsu.edu/diginole/Sellers_fsu_0071N_17628	0
QH307.2	Shaw, Kyle Jason author	Population Genetics Model Extensions : Including Indels, Quality Scores, and a Spatial Domain / by Kyle Jason Shaw	Ph.D. Florida State University 2022.	Biology	https://purl.lib.fsu.edu/diginole/Shaw_fsu_0071E_17371	0
QH506	Sherwin, Delaney author	Chromosomal Passenger Complex : Regulation and Function in the Cell Cycle in Budding Yeast / by Delaney Sherwin	Ph.D. Florida State University 2022.	Molecular biology	https://purl.lib.fsu.edu/diginole/Sherwin_fsu_0071E_17503	0
NK1105	Smith, Hannah Brooke author	How to Design for People in Space Factors Influencing Astronauts' Psychological Well-Being during Long-Term Space Travel / by Hannah Brooke Smith	M.F.A. Florida State University 2022.	Design	https://purl.lib.fsu.edu/diginole/Smith_fsu_0071N_17336	0
BF201	Sorenson, Parker A. author	Investigating Theories of the Testing Effect : Assessing the Underlying Assumptions and Mechanisms of the Episodic Context Theory and the Dual Memory Model / by Parker A. Sorenson	Ph.D. Florida State University 2022.	Cognitive psychology	https://purl.lib.fsu.edu/diginole/Sorenson_fsu_0071E_17388	0
N85	Spraggins, Elizabeth author	Storied Interactions : Narrative Inquiry of Collaborative Object-Based Learning with Andean Textiles / by Elizabeth Spraggins	Ph.D. Florida State University 2022.	Art	https://purl.lib.fsu.edu/diginole/Spraggins_fsu_0071E_17636	0
HV1	Stanley, Lauren H. K. author	Childhood Trauma Screening and Early Literacy Skills : Predictor Importance and Classification Accuracy of Childhood Trauma Measures for Early Identification of Kindergarteners At-risk for Poor Reading Outcomes / by Lauren H. K. Stanley	Ph.D. Florida State University 2022.	Social service	https://purl.lib.fsu.edu/diginole/Stanley_fsu_0071E_17559	0
